time,G(i),H_sun,T2m,WS10m,Int
20191021:1210,967.9,38.9,13.14,0.69,0.0
20191021:1310,888.6,36.37,14.01,0.55,0.0
20191021:1410,710.83,30.62,14.29,0.48,0.0
20191021:1510,577.34,22.52,14.31,0.76,0.0
20191021:1610,339.01,12.85,13.96,0.97,0.0
20191021:1710,11.02,2.2,13.49,0.62,0.0
20191021:1810,0.0,0.0,12.97,0.28,0.0
20191021:1910,0.0,0.0,10.92,1.72,0.0
20191021:2010,0.0,0.0,9.54,2.0,0.0
20191021:2110,0.0,0.0,8.7,2.07,0.0
20191021:2210,0.0,0.0,8.04,2.14,0.0
20191021:2310,0.0,0.0,7.55,2.28,0.0
20191022:0010,0.0,0.0,7.14,2.28,0.0
20191022:0110,0.0,0.0,6.89,2.41,0.0
20191022:0210,0.0,0.0,6.81,2.55,0.0
20191022:0310,0.0,0.0,6.8,2.48,0.0
20191022:0410,0.0,0.0,7.07,2.55,0.0
20191022:0510,0.0,0.0,7.41,2.69,0.0
20191022:0610,0.0,0.0,7.82,2.62,0.0
20191022:0710,50.33,6.07,7.78,2.55,0.0
20191022:0810,104.14,16.38,8.68,2.55,0.0
20191022:0910,127.67,25.51,10.19,3.03,0.0
20191022:1010,83.54,32.8,10.75,3.38,0.0
20191022:1110,166.16,37.39,11.14,3.45,0.0
20191022:1210,146.89,38.54,11.26,3.31,0.0
20191022:1310,201.0,36.02,11.5,3.38,0.0
20191022:1410,97.31,30.3,11.48,3.03,0.0
20191022:1510,68.85,22.22,11.2,2.21,0.0
20191022:1610,44.98,12.57,11.04,1.24,0.0
20191022:1710,5.51,1.94,10.66,0.34,0.0
20191022:1810,0.0,0.0,10.24,0.69,0.0
20191022:1910,0.0,0.0,9.82,0.97,0.0
20191022:2010,0.0,0.0,9.45,1.31,0.0
20191022:2110,0.0,0.0,9.34,1.59,0.0
20191022:2210,0.0,0.0,9.29,1.59,0.0
20191022:2310,0.0,0.0,9.16,1.79,0.0
20191023:0010,0.0,0.0,8.83,1.86,0.0
20191023:0110,0.0,0.0,8.4,2.0,0.0
20191023:0210,0.0,0.0,8.22,1.79,0.0
20191023:0310,0.0,0.0,8.14,1.86,0.0
20191023:0410,0.0,0.0,8.06,1.86,0.0
20191023:0510,0.0,0.0,7.98,2.0,0.0
20191023:0610,0.0,0.0,7.84,2.07,0.0
20191023:0710,137.68,5.85,7.71,2.07,0.0
20191023:0810,35.8,16.14,7.85,1.79,0.0
20191023:0910,107.41,25.24,8.16,1.79,0.0
20191023:1010,182.72,32.49,8.48,1.86,0.0
20191023:1110,223.03,37.05,9.02,2.0,0.0
20191023:1210,111.08,38.19,9.21,1.72,0.0
20191023:1310,108.33,35.67,9.45,1.45,0.0
20191023:1410,110.16,29.97,9.5,1.24,0.0
20191023:1510,222.43,21.92,9.48,1.1,0.0
20191023:1610,128.0,12.29,9.83,1.17,0.0
20191023:1710,6.43,1.68,9.6,0.9,0.0
20191023:1810,0.0,0.0,9.27,0.83,0.0
20191023:1910,0.0,0.0,9.3,1.31,0.0
20191023:2010,0.0,0.0,9.26,1.45,0.0
20191023:2110,0.0,0.0,9.17,1.59,0.0
20191023:2210,0.0,0.0,9.24,1.72,0.0
20191023:2310,0.0,0.0,9.37,1.66,0.0
20191024:0010,0.0,0.0,9.47,1.86,0.0
20191024:0110,0.0,0.0,9.6,2.0,0.0
20191024:0210,0.0,0.0,9.42,2.07,0.0
20191024:0310,0.0,0.0,9.07,2.07,0.0
20191024:0410,0.0,0.0,8.88,1.79,0.0
20191024:0510,0.0,0.0,8.48,1.79,0.0
20191024:0610,0.0,0.0,8.07,1.93,0.0
20191024:0710,133.78,5.62,7.11,1.45,0.0
20191024:0810,278.13,15.89,8.46,1.03,0.0
20191024:0910,157.69,24.96,10.55,1.66,0.0
20191024:1010,440.76,32.18,11.69,1.86,0.0
20191024:1110,948.02,36.72,13.16,1.79,0.0
20191024:1210,959.48,37.84,14.39,2.07,0.0
20191024:1310,917.45,35.33,15.64,2.28,0.0
20191024:1410,773.61,29.65,16.56,2.34,0.0
20191024:1510,580.16,21.63,17.05,2.07,0.0
20191024:1610,303.8,12.02,17.16,1.93,0.0
20191024:1710,3.67,1.43,16.34,0.83,0.0
20191024:1810,0.0,0.0,15.2,0.62,0.0
20191024:1910,0.0,0.0,13.15,1.72,0.0
20191024:2010,0.0,0.0,11.92,1.72,0.0
20191024:2110,0.0,0.0,11.26,1.38,0.0
20191024:2210,0.0,0.0,11.36,1.03,0.0
20191024:2310,0.0,0.0,11.74,0.55,0.0
20191025:0010,0.0,0.0,11.28,0.21,0.0
20191025:0110,0.0,0.0,10.86,0.55,0.0
20191025:0210,0.0,0.0,10.09,0.83,0.0
20191025:0310,0.0,0.0,9.54,0.9,0.0
20191025:0410,0.0,0.0,8.54,0.97,0.0
20191025:0510,0.0,0.0,7.65,0.97,0.0
20191025:0610,0.0,0.0,7.09,1.1,0.0
20191025:0710,115.36,5.4,6.41,0.97,0.0
20191025:0810,408.59,15.65,8.48,0.83,0.0
20191025:0910,649.41,24.69,11.36,0.83,0.0
20191025:1010,836.29,31.87,13.89,0.76,0.0
20191025:1110,944.2,36.38,15.76,0.55,0.0
20191025:1210,970.74,37.49,17.22,0.55,0.0
20191025:1310,920.39,34.99,18.36,0.83,0.0
20191025:1410,782.97,29.34,19.05,0.97,0.0
20191025:1510,576.03,21.34,19.3,1.03,0.0
20191025:1610,313.58,11.76,19.03,1.03,0.0
20191025:1710,0.0,0.0,18.14,1.1,0.0
20191025:1810,0.0,0.0,16.29,0.9,0.0
20191025:1910,0.0,0.0,16.49,0.48,0.0
20191025:2010,0.0,0.0,15.87,0.41,0.0
20191025:2110,0.0,0.0,14.82,0.83,0.0
20191025:2210,0.0,0.0,13.47,1.1,0.0
20191025:2310,0.0,0.0,11.85,1.31,0.0
20191026:0010,0.0,0.0,10.37,1.45,0.0
20191026:0110,0.0,0.0,9.12,1.59,0.0
20191026:0210,0.0,0.0,8.31,1.59,0.0
20191026:0310,0.0,0.0,8.0,1.52,0.0
20191026:0410,0.0,0.0,7.79,1.45,0.0
20191026:0510,0.0,0.0,7.48,1.52,0.0
20191026:0610,0.0,0.0,7.25,1.52,0.0
20191026:0710,110.71,5.18,7.11,1.38,0.0
20191026:0810,417.3,15.4,9.39,0.9,0.0
20191026:0910,643.67,24.42,13.38,0.83,0.0
20191026:1010,830.25,31.57,16.19,0.62,0.0
20191026:1110,937.8,36.05,18.14,0.55,0.0
20191026:1210,955.88,37.14,19.58,0.83,0.0
20191026:1310,928.86,34.65,20.53,1.1,0.0
20191026:1410,770.08,29.02,21.06,1.31,0.0
20191026:1510,581.24,21.05,21.14,1.24,0.0
20191026:1610,309.63,11.5,20.74,1.03,0.0
20191026:1710,0.0,0.0,19.58,0.69,0.0
20191026:1810,0.0,0.0,18.89,0.28,0.0
20191026:1910,0.0,0.0,17.88,0.62,0.0
20191026:2010,0.0,0.0,16.28,1.1,0.0
20191026:2110,0.0,0.0,13.46,1.59,0.0
20191026:2210,0.0,0.0,11.81,1.59,0.0
20191026:2310,0.0,0.0,10.52,1.66,0.0
20191027:0010,0.0,0.0,9.83,1.52,0.0
20191027:0110,0.0,0.0,9.32,1.45,0.0
20191027:0210,0.0,0.0,8.9,1.45,0.0
20191027:0310,0.0,0.0,8.57,1.45,0.0
20191027:0410,0.0,0.0,8.41,1.45,0.0
20191027:0510,0.0,0.0,8.29,1.45,0.0
20191027:0610,0.0,0.0,8.36,1.31,0.0
20191027:0710,108.27,4.96,8.43,1.17,0.0
20191027:0810,382.65,15.16,10.7,0.62,0.0
20191027:0910,592.45,24.14,13.65,0.55,0.0
20191027:1010,783.05,31.26,16.06,0.9,0.0
20191027:1110,910.38,35.71,17.74,1.1,0.0
20191027:1210,919.15,36.8,19.14,1.1,0.0
20191027:1310,870.94,34.32,20.13,1.17,0.0
20191027:1410,249.18,28.72,20.69,1.24,0.0
20191027:1510,270.42,20.77,20.76,1.17,0.0
20191027:1610,201.31,11.24,20.43,0.97,0.0
20191027:1710,0.0,0.0,19.44,0.62,0.0
20191027:1810,0.0,0.0,18.79,0.28,0.0
20191027:1910,0.0,0.0,17.84,0.9,0.0
20191027:2010,0.0,0.0,15.9,1.17,0.0
20191027:2110,0.0,0.0,14.94,1.24,0.0
20191027:2210,0.0,0.0,14.05,1.24,0.0
20191027:2310,0.0,0.0,13.16,1.31,0.0
20191028:0010,0.0,0.0,12.42,1.31,0.0
20191028:0110,0.0,0.0,12.1,1.24,0.0
20191028:0210,0.0,0.0,11.93,1.24,0.0
20191028:0310,0.0,0.0,11.84,1.17,0.0
20191028:0410,0.0,0.0,11.68,1.03,0.0
20191028:0510,0.0,0.0,11.62,0.97,0.0
20191028:0610,0.0,0.0,11.56,0.9,0.0
20191028:0710,17.44,4.74,11.76,0.83,0.0
20191028:0810,358.69,14.91,12.69,0.62,0.0
20191028:0910,625.24,23.87,15.02,0.69,0.0
20191028:1010,809.35,30.96,16.9,1.17,0.0
20191028:1110,922.43,35.39,18.5,1.52,0.0
20191028:1210,970.24,36.47,19.6,1.93,0.0
20191028:1310,602.13,33.99,20.36,2.28,0.0
20191028:1410,497.66,28.41,20.84,2.41,0.0
20191028:1510,535.0,20.49,20.9,2.41,0.0
20191028:1610,110.71,10.98,20.37,2.28,0.0
20191028:1710,0.0,0.0,19.0,1.86,0.0
20191028:1810,0.0,0.0,17.4,1.93,0.0
20191028:1910,0.0,0.0,16.2,1.93,0.0
20191028:2010,0.0,0.0,15.0,1.86,0.0
20191028:2110,0.0,0.0,14.09,1.72,0.0
20191028:2210,0.0,0.0,13.31,1.66,0.0
20191028:2310,0.0,0.0,12.6,1.52,0.0
20191029:0010,0.0,0.0,12.14,1.38,0.0
20191029:0110,0.0,0.0,11.83,1.17,0.0
20191029:0210,0.0,0.0,11.75,1.03,0.0
20191029:0310,0.0,0.0,11.75,0.83,0.0
20191029:0410,0.0,0.0,11.86,0.76,0.0
20191029:0510,0.0,0.0,11.71,0.48,0.0
20191029:0610,0.0,0.0,11.5,0.34,0.0
20191029:0710,70.37,4.51,11.26,0.48,0.0
20191029:0810,395.44,14.67,11.88,0.41,0.0
20191029:0910,282.84,23.6,13.83,0.34,0.0
20191029:1010,207.74,30.65,15.48,0.28,0.0
20191029:1110,421.41,35.06,16.8,0.41,0.0
20191029:1210,809.13,36.13,17.9,0.62,0.0
20191029:1310,887.19,33.67,18.7,0.97,0.0
20191029:1410,738.24,28.11,19.16,1.24,0.0
20191029:1510,526.89,20.22,19.22,1.45,0.0
20191029:1610,268.15,10.74,19.15,1.59,0.0
20191029:1710,0.0,0.0,18.27,1.38,0.0
20191029:1810,0.0,0.0,16.95,1.86,0.0
20191029:1910,0.0,0.0,15.58,1.52,0.0
20191029:2010,0.0,0.0,14.56,1.52,0.0
20191029:2110,0.0,0.0,13.84,1.38,0.0
20191029:2210,0.0,0.0,13.47,1.24,0.0
20191029:2310,0.0,0.0,13.49,0.97,0.0
20191030:0010,0.0,0.0,13.79,0.48,0.0
20191030:0110,0.0,0.0,13.56,0.34,0.0
20191030:0210,0.0,0.0,13.12,0.14,0.0
20191030:0310,0.0,0.0,12.73,0.34,0.0
20191030:0410,0.0,0.0,12.46,0.14,0.0
20191030:0510,0.0,0.0,12.12,0.28,0.0
20191030:0610,0.0,0.0,11.83,0.34,0.0
20191030:0710,86.29,4.29,10.11,0.76,0.0
20191030:0810,349.14,14.42,11.19,0.48,0.0
20191030:0910,339.48,23.33,13.57,0.41,0.0
20191030:1010,727.25,30.35,15.04,0.62,0.0
20191030:1110,746.79,34.74,16.05,1.03,0.0
20191030:1210,319.05,35.8,17.14,1.45,0.0
20191030:1310,240.26,33.35,17.66,1.79,0.0
20191030:1410,139.67,27.82,18.02,2.0,0.0
20191030:1510,48.66,19.95,18.11,2.14,0.0
20191030:1610,41.31,10.49,17.9,2.28,0.0
20191030:1710,0.0,0.0,17.08,2.0,0.0
20191030:1810,0.0,0.0,16.14,1.86,0.0
20191030:1910,0.0,0.0,15.56,2.41,0.0
20191030:2010,0.0,0.0,14.99,2.34,0.0
20191030:2110,0.0,0.0,14.64,2.21,0.0
20191030:2210,0.0,0.0,14.08,2.14,0.0
20191030:2310,0.0,0.0,13.6,2.07,0.0
20191031:0010,0.0,0.0,13.1,2.0,0.0
20191031:0110,0.0,0.0,12.9,1.86,0.0
20191031:0210,0.0,0.0,12.67,1.79,0.0
20191031:0310,0.0,0.0,12.25,1.72,0.0
20191031:0410,0.0,0.0,11.77,1.66,0.0
20191031:0510,0.0,0.0,11.15,1.59,0.0
20191031:0610,0.0,0.0,10.78,1.45,0.0
20191031:0710,38.78,4.07,11.35,1.52,0.0
20191031:0810,370.2,14.18,12.55,1.17,0.0
20191031:0910,461.37,23.05,15.31,1.38,0.0
20191031:1010,710.07,30.05,16.75,1.72,0.0
20191031:1110,760.67,34.42,17.62,2.07,0.0
20191031:1210,607.56,35.47,18.71,2.34,0.0
20191031:1310,525.64,33.04,19.67,2.62,0.0
20191031:1410,265.12,27.53,20.56,2.9,0.0
20191031:1510,494.63,19.69,20.79,2.76,0.0
20191031:1610,221.79,10.25,20.34,1.52,0.0
20191031:1710,0.0,0.0,19.32,1.52,0.0
20191031:1810,0.0,0.0,17.56,1.79,0.0
20191031:1910,0.0,0.0,16.86,2.0,0.0
20191031:2010,0.0,0.0,16.01,2.14,0.0
20191031:2110,0.0,0.0,15.42,2.07,0.0
20191031:2210,0.0,0.0,14.77,2.0,0.0
20191031:2310,0.0,0.0,14.42,2.07,0.0
20191101:0010,0.0,0.0,14.13,2.07,0.0
20191101:0110,0.0,0.0,14.26,2.0,0.0
20191101:0210,0.0,0.0,14.42,2.0,0.0
20191101:0310,0.0,0.0,13.99,2.07,0.0
20191101:0410,0.0,0.0,13.77,2.0,0.0
20191101:0510,0.0,0.0,13.79,1.93,0.0
20191101:0610,0.0,0.0,14.16,2.0,0.0
20191101:0710,13.77,3.84,14.06,2.14,0.0
20191101:0810,222.36,13.94,14.78,2.0,0.0
20191101:0910,520.24,22.79,16.07,2.69,0.0
20191101:1010,764.84,29.76,17.39,3.17,0.0
20191101:1110,687.66,34.1,19.02,3.79,0.0
20191101:1210,360.88,35.15,20.07,4.14,0.0
20191101:1310,292.78,32.73,20.03,4.34,0.0
20191101:1410,148.15,27.24,19.27,3.93,0.0
20191101:1510,334.58,19.43,19.22,3.45,0.0
20191101:1610,58.06,10.02,19.18,3.72,0.0
20191101:1710,0.0,0.0,18.1,3.86,0.0
20191101:1810,0.0,0.0,17.16,3.86,0.0
20191101:1910,0.0,0.0,16.7,3.86,0.0
20191101:2010,0.0,0.0,15.94,3.66,0.0
20191101:2110,0.0,0.0,15.62,3.59,0.0
20191101:2210,0.0,0.0,15.31,3.52,0.0
20191101:2310,0.0,0.0,14.95,3.52,0.0
20191102:0010,0.0,0.0,14.75,3.66,0.0
20191102:0110,0.0,0.0,14.53,3.86,0.0
20191102:0210,0.0,0.0,14.44,3.79,0.0
20191102:0310,0.0,0.0,14.26,3.31,0.0
20191102:0410,0.0,0.0,14.12,3.38,0.0
20191102:0510,0.0,0.0,13.95,3.03,0.0
20191102:0610,0.0,0.0,13.69,3.66,0.0
20191102:0710,27.18,3.62,13.51,3.52,0.0
20191102:0810,285.62,13.69,13.54,3.17,0.0
20191102:0910,154.75,22.52,13.84,3.93,0.0
20191102:1010,311.43,29.46,14.61,4.28,0.0
20191102:1110,815.38,33.78,16.01,4.28,0.0
20191102:1210,486.33,34.83,16.79,4.48,0.0
20191102:1310,563.93,32.42,17.42,5.17,0.0
20191102:1410,588.33,26.96,17.76,5.52,0.0
20191102:1510,170.68,19.18,17.43,5.59,0.0
20191102:1610,118.94,9.79,16.8,4.9,0.0
20191102:1710,0.0,0.0,15.88,4.41,0.0
20191102:1810,0.0,0.0,15.0,4.21,0.0
20191102:1910,0.0,0.0,14.67,4.28,0.0
20191102:2010,0.0,0.0,14.14,4.34,0.0
20191102:2110,0.0,0.0,13.67,4.55,0.0
20191102:2210,0.0,0.0,13.53,4.9,0.0
20191102:2310,0.0,0.0,13.1,4.97,0.0
20191103:0010,0.0,0.0,12.58,5.1,0.0
20191103:0110,0.0,0.0,11.93,4.97,0.0
20191103:0210,0.0,0.0,11.64,5.1,0.0
20191103:0310,0.0,0.0,11.65,5.45,0.0
20191103:0410,0.0,0.0,11.84,5.79,0.0
20191103:0510,0.0,0.0,11.99,6.14,0.0
20191103:0610,0.0,0.0,12.08,5.93,0.0
20191103:0710,12.85,3.4,12.65,6.21,0.0
20191103:0810,112.7,13.45,12.61,4.41,0.0
20191103:0910,627.05,22.25,13.4,4.28,0.0
20191103:1010,451.79,29.17,13.66,5.24,0.0
20191103:1110,879.58,33.47,14.25,5.52,0.0
20191103:1210,370.65,34.52,15.32,5.59,0.0
20191103:1310,841.64,32.12,15.64,5.24,0.0
20191103:1410,655.77,26.68,15.9,5.17,0.0
20191103:1510,400.23,18.93,15.75,4.48,0.0
20191103:1610,272.22,9.57,15.38,3.86,0.0
20191103:1710,0.0,0.0,14.48,2.9,0.0
20191103:1810,0.0,0.0,13.18,2.14,0.0
20191103:1910,0.0,0.0,12.98,2.62,0.0
20191103:2010,0.0,0.0,12.89,3.17,0.0
20191103:2110,0.0,0.0,12.85,3.72,0.0
20191103:2210,0.0,0.0,12.64,4.0,0.0
20191103:2310,0.0,0.0,12.54,4.41,0.0
20191104:0010,0.0,0.0,12.37,4.48,0.0
20191104:0110,0.0,0.0,12.17,4.55,0.0
20191104:0210,0.0,0.0,12.01,4.34,0.0
20191104:0310,0.0,0.0,11.91,4.07,0.0
20191104:0410,0.0,0.0,11.93,4.0,0.0
20191104:0510,0.0,0.0,12.04,4.07,0.0
20191104:0610,0.0,0.0,12.22,4.9,0.0
20191104:0710,4.59,3.18,11.94,4.55,0.0
20191104:0810,322.64,13.21,12.13,4.55,0.0
20191104:0910,482.69,21.98,12.64,5.38,0.0
20191104:1010,585.39,28.88,13.46,6.07,0.0
20191104:1110,494.35,33.17,14.19,6.41,0.0
20191104:1210,321.06,34.21,14.75,6.69,0.0
20191104:1310,333.28,31.82,14.54,6.83,0.0
20191104:1410,592.08,26.41,14.46,6.69,0.0
20191104:1510,172.22,18.69,14.11,6.55,0.0
20191104:1610,299.84,9.35,13.6,5.86,0.0
20191104:1710,0.0,0.0,13.06,5.72,0.0
20191104:1810,0.0,0.0,12.58,5.17,0.0
20191104:1910,0.0,0.0,12.66,5.17,0.0
20191104:2010,0.0,0.0,12.19,4.41,0.0
20191104:2110,0.0,0.0,11.73,4.21,0.0
20191104:2210,0.0,0.0,10.6,3.66,0.0
20191104:2310,0.0,0.0,9.82,3.59,0.0
20191105:0010,0.0,0.0,9.07,3.17,0.0
20191105:0110,0.0,0.0,8.84,2.9,0.0
20191105:0210,0.0,0.0,8.02,2.83,0.0
20191105:0310,0.0,0.0,7.52,3.03,0.0
20191105:0410,0.0,0.0,7.46,3.24,0.0
20191105:0510,0.0,0.0,7.48,3.38,0.0
20191105:0610,0.0,0.0,6.98,3.17,0.0
20191105:0710,24.46,2.96,7.34,3.24,0.0
20191105:0810,423.35,12.97,8.07,3.52,0.0
20191105:0910,650.01,21.72,9.14,4.83,0.0
20191105:1010,689.51,28.59,10.52,5.03,0.0
20191105:1110,699.34,32.86,10.88,5.03,0.0
20191105:1210,621.64,33.9,12.25,5.31,0.0
20191105:1310,208.82,31.53,12.97,5.17,0.0
20191105:1410,247.82,26.15,13.35,4.76,0.0
20191105:1510,274.26,18.45,13.36,4.83,0.0
20191105:1610,72.05,9.13,12.6,4.21,0.0
20191105:1710,0.0,0.0,11.62,3.52,0.0
20191105:1810,0.0,0.0,10.58,3.38,0.0
20191105:1910,0.0,0.0,10.05,2.83,0.0
20191105:2010,0.0,0.0,9.61,2.62,0.0
20191105:2110,0.0,0.0,9.33,2.48,0.0
20191105:2210,0.0,0.0,8.62,2.28,0.0
20191105:2310,0.0,0.0,7.76,2.0,0.0
20191106:0010,0.0,0.0,6.97,1.93,0.0
20191106:0110,0.0,0.0,6.4,2.07,0.0
20191106:0210,0.0,0.0,5.92,2.07,0.0
20191106:0310,0.0,0.0,5.52,2.0,0.0
20191106:0410,0.0,0.0,5.02,1.86,0.0
20191106:0510,0.0,0.0,4.8,1.66,0.0
20191106:0610,0.0,0.0,4.64,1.52,0.0
20191106:0710,10.1,2.74,5.46,1.38,0.0
20191106:0810,217.38,12.73,6.65,1.03,0.0
20191106:0910,495.76,21.46,8.71,1.72,0.0
20191106:1010,529.97,28.31,9.91,1.86,0.0
20191106:1110,810.07,32.56,11.01,1.79,0.0
20191106:1210,850.11,33.6,12.17,2.07,0.0
20191106:1310,725.16,31.24,13.09,2.41,0.0
20191106:1410,771.78,25.88,13.69,2.83,0.0
20191106:1510,373.31,18.21,13.79,3.03,0.0
20191106:1610,246.51,8.92,13.38,2.07,0.0
20191106:1710,0.0,0.0,12.7,1.66,0.0
20191106:1810,0.0,0.0,11.54,1.72,0.0
20191106:1910,0.0,0.0,11.31,1.93,0.0
20191106:2010,0.0,0.0,11.02,2.14,0.0
20191106:2110,0.0,0.0,10.78,2.48,0.0
20191106:2210,0.0,0.0,10.5,2.83,0.0
20191106:2310,0.0,0.0,10.07,2.9,0.0
20191107:0010,0.0,0.0,9.63,2.83,0.0
20191107:0110,0.0,0.0,9.47,2.9,0.0
20191107:0210,0.0,0.0,9.24,2.97,0.0
20191107:0310,0.0,0.0,9.02,2.97,0.0
20191107:0410,0.0,0.0,8.92,2.9,0.0
20191107:0510,0.0,0.0,9.0,2.97,0.0
20191107:0610,0.0,0.0,9.22,2.97,0.0
20191107:0710,17.74,2.52,9.54,2.76,0.0
20191107:0810,413.04,12.49,9.84,2.41,0.0
20191107:0910,613.39,21.2,10.75,3.1,0.0
20191107:1010,302.6,28.03,11.03,3.93,0.0
20191107:1110,865.14,32.26,11.51,4.28,0.0
20191107:1210,705.03,33.3,12.16,4.14,0.0
20191107:1310,778.95,30.96,12.65,4.48,0.0
20191107:1410,318.37,25.63,12.76,4.55,0.0
20191107:1510,337.42,17.98,12.28,4.41,0.0
20191107:1610,136.11,8.72,11.55,3.52,0.0
20191107:1710,0.0,0.0,10.4,3.52,0.0
20191107:1810,0.0,0.0,8.85,3.24,0.0
20191107:1910,0.0,0.0,8.75,3.52,0.0
20191107:2010,0.0,0.0,8.06,3.45,0.0
20191107:2110,0.0,0.0,7.1,3.17,0.0
20191107:2210,0.0,0.0,6.45,2.97,0.0
20191107:2310,0.0,0.0,5.86,2.83,0.0
20191108:0010,0.0,0.0,5.39,2.9,0.0
20191108:0110,0.0,0.0,4.98,2.9,0.0
20191108:0210,0.0,0.0,4.53,2.62,0.0
20191108:0310,0.0,0.0,3.94,2.28,0.0
20191108:0410,0.0,0.0,3.68,2.21,0.0
20191108:0510,0.0,0.0,3.75,2.28,0.0
20191108:0610,0.0,0.0,3.58,2.34,0.0
20191108:0710,15.51,2.3,3.22,2.55,0.0
20191108:0810,399.74,12.25,3.94,2.41,0.0
20191108:0910,646.89,20.94,5.4,3.45,0.0
20191108:1010,849.29,27.75,7.27,4.62,0.0
20191108:1110,967.29,31.97,8.91,4.41,0.0
20191108:1210,1015.9,33.01,10.44,4.69,0.0
20191108:1310,901.12,30.69,11.05,4.55,0.0
20191108:1410,824.75,25.38,11.62,5.03,0.0
20191108:1510,408.1,17.76,11.45,4.76,0.0
20191108:1610,316.43,8.52,11.0,4.07,0.0
20191108:1710,0.0,0.0,10.01,3.17,0.0
20191108:1810,0.0,0.0,8.84,2.97,0.0
20191108:1910,0.0,0.0,8.07,3.03,0.0
20191108:2010,0.0,0.0,7.32,2.83,0.0
20191108:2110,0.0,0.0,6.8,2.62,0.0
20191108:2210,0.0,0.0,6.22,2.48,0.0
20191108:2310,0.0,0.0,5.51,2.34,0.0
20191109:0010,0.0,0.0,4.79,2.14,0.0
20191109:0110,0.0,0.0,4.27,2.0,0.0
20191109:0210,0.0,0.0,3.79,2.0,0.0
20191109:0310,0.0,0.0,3.68,1.93,0.0
20191109:0410,0.0,0.0,3.59,1.79,0.0
20191109:0510,0.0,0.0,3.59,1.59,0.0
20191109:0610,0.0,0.0,3.4,1.52,0.0
20191109:0710,7.34,2.08,3.53,1.1,0.0
20191109:0810,389.51,12.02,4.11,1.03,0.0
20191109:0910,514.25,20.68,6.87,1.66,0.0
20191109:1010,200.57,27.47,8.53,2.21,0.0
20191109:1110,683.95,31.68,10.01,2.83,0.0
20191109:1210,431.83,32.72,10.97,3.45,0.0
20191109:1310,459.48,30.41,11.06,3.93,0.0
20191109:1410,186.43,25.13,10.61,4.14,0.0
20191109:1510,82.62,17.54,10.19,4.07,0.0
20191109:1610,35.8,8.33,9.76,3.86,0.0
20191109:1710,0.0,0.0,9.22,3.52,0.0
20191109:1810,0.0,0.0,8.46,3.45,0.0
20191109:1910,0.0,0.0,8.64,3.31,0.0
20191109:2010,0.0,0.0,8.56,3.17,0.0
20191109:2110,0.0,0.0,8.58,2.97,0.0
20191109:2210,0.0,0.0,8.28,2.83,0.0
20191109:2310,0.0,0.0,7.94,2.9,0.0
20191110:0010,0.0,0.0,7.98,3.45,0.0
20191110:0110,0.0,0.0,7.32,3.72,0.0
20191110:0210,0.0,0.0,6.8,4.07,0.0
20191110:0310,0.0,0.0,6.37,4.28,0.0
20191110:0410,0.0,0.0,5.92,4.21,0.0
20191110:0510,0.0,0.0,5.47,3.86,0.0
20191110:0610,0.0,0.0,4.93,3.59,0.0
20191110:0710,6.43,1.86,4.86,3.1,0.0
20191110:0810,394.48,11.78,5.33,2.83,0.0
20191110:0910,280.59,20.43,6.95,3.45,0.0
20191110:1010,738.02,27.2,8.5,4.28,0.0
20191110:1110,934.41,31.4,9.62,4.76,0.0
20191110:1210,533.12,32.44,10.03,5.17,0.0
20191110:1310,958.31,30.15,9.67,5.38,0.0
20191110:1410,424.23,24.89,9.61,5.1,0.0
20191110:1510,552.72,17.33,9.26,4.62,0.0
20191110:1610,171.8,8.14,8.88,4.07,0.0
20191110:1710,0.0,0.0,7.99,3.59,0.0
20191110:1810,0.0,0.0,7.24,3.52,0.0
20191110:1910,0.0,0.0,6.89,2.21,0.0
20191110:2010,0.0,0.0,6.33,1.72,0.0
20191110:2110,0.0,0.0,5.57,1.38,0.0
20191110:2210,0.0,0.0,4.83,1.79,0.0
20191110:2310,0.0,0.0,4.31,1.79,0.0
20191111:0010,0.0,0.0,4.13,2.0,0.0
20191111:0110,0.0,0.0,3.81,1.66,0.0
20191111:0210,0.0,0.0,3.92,1.86,0.0
20191111:0310,0.0,0.0,3.77,1.72,0.0
20191111:0410,0.0,0.0,3.94,1.45,0.0
20191111:0510,0.0,0.0,4.12,1.24,0.0
20191111:0610,0.0,0.0,4.33,1.24,0.0
20191111:0710,0.92,1.64,4.83,1.17,0.0
20191111:0810,52.33,11.55,5.56,1.24,0.0
20191111:0910,143.36,20.17,6.67,1.31,0.0
20191111:1010,295.0,26.93,7.16,1.52,0.0
20191111:1110,201.64,31.11,7.57,1.38,0.0
20191111:1210,710.55,32.16,8.46,1.52,0.0
20191111:1310,579.56,29.89,9.33,1.66,0.0
20191111:1410,0.0,0.0,9.86,1.59,0.0
20191111:1510,198.06,17.13,10.62,1.31,0.0
20191111:1610,177.11,7.96,10.93,0.48,0.0
20191111:1710,0.0,0.0,10.38,0.62,0.0
20191111:1810,0.0,0.0,9.31,1.59,0.0
20191111:1910,0.0,0.0,8.29,2.34,0.0
20191111:2010,0.0,0.0,7.19,2.14,0.0
20191111:2110,0.0,0.0,6.15,2.07,0.0
20191111:2210,0.0,0.0,5.18,1.79,0.0
20191111:2310,0.0,0.0,4.34,1.72,0.0
20191112:0010,0.0,0.0,3.71,1.59,0.0
